text,emotion
ইন্নানিল্লাহ পড়তে ধরছিলাম শেষ পর্যন্ত পড়ে আলহামদুলিল্লাহ পড়লাম।,joy
বিমানের সিকিউরিটি সুপারভাইজার জনাব আবু সাইদকে ছালাম।,joy
মুসকি মুসকি হাসতে পারেন! :),joy
"স্টাটাস এর লেখা পড়ে হাসুম না কান্দুম বুঝতেছিনা, লেখায় এত রস কেরে ? :v :v",joy
ঈ ঈ ঈ ঈ... হেডলাইন দেখে আমি ভেবেছিলাম সে মারা গেছে। হাহাহাহ,joy
Sir এই ভাবে ভয় পাওয়ানো লেখা লিখতে পারলেন ??দিলে কাপন মাইরা উঠছিলো,fear
আমি তো মনে করছি মারা গেছে :D,joy
শোক সংবাদ মাত্র ৩২ বছর বয়সে চলে গেলেন। :p,sad
জব্বর লিখছেন স্যার—আমিতো ইন্নালিল্লাহ পড়ে ও পড়ি নাই।,joy
HA HA HA ......লেখার শুরুটা সেরাম হইছে....ALL THE BEST BROTHER,joy
বরখাস্তের বিষয়টা নিশ্চিত করেন .......,angry
মাত্র ৩২ বছরে ...আমিন !!,sad
জেলে.. (এক বছর) :D,joy
আপনারা শুরু করেছেন বলেই আজ অন্যরাও এগিয়ে আসছে! ইন শা আল্লাহ্‌ আশা করি এমন পরিবর্তন এর ছোঁয়া সবার মাঝে একদিন ছড়িয়ে পড়বে! এয়ারপোর্ট থেকে শুরু করে সারাদেশে আপনাদের মত সৎ মানুষদের আমরা দেখতে পাবো! সেদিন আমরা প্রবাসীরা বুক ফুলিয়ে সবাইকে বলে বেড়াবো দেখো আমরা সেই দেশের লোক যে দেশে অপরাধ করে কেউ পার পায় না!! Salute to Mr. Abu Saeed.,joy
হ্যা ভাইয়া। শুরু হয়ে গেলো। কিন্তু চালিয়ে নেওয়াটা সহজ নয়। আশা করি সেটাও হবে।,joy
আমি সত্যই জানতাম না যে মাত্র ২ জন Magistrate air port এ যাত্রী সেবায় নিওযিত ২ জন অফিসার যথেষ্ট নয়। salute to them... for their good work...,joy
আইন হাতে তুলে নিবেন না জনাব,angry
হুমম...... মৃদু লাঠি চার্জ।,disgust
"Fahimul Islam জনাব উনারা যুগ যুগ ধরে এটা করতেছেন,তেনারা লাখো প্রবাসীর স্বপ্নকে নিঃস্ব করতেছেন অন্তত ৫মিনিটের আশাতো করতেই পারে =D",joy
আমার হিসেবে কাজটা ছোট হয়নি অনেক অনেক বড় কাজ করেছে সে আমি স্যালুট জানাই # আবু সাইদ কে,joy
"আবু সাঈদ সাহেবের একটা ছবি চাই।একজন ভালো অফিসার হিসাবে উনার নাম সবাই জানুক,উনাকে চিনুক।",joy
আপনাদের কাজ দেখে আশাবাদী হতে ইচ্ছে করে।কিন্তু কি জানেন আমাদের দেশে ভাল কাজের মূল্যায়ন খুব কম।তারপরও আপনাদের সাধুবাদ জানাই।আশাকরি আপনারা এইকাজ চালিয়ে যাবেন।,joy
